Unnamed: 0,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
8,2000,oly,M,9.0,Michel Batista,CUB,B,93.18,170.0,175.0,-180.0,175.0,10,-205.0,205.0,210.0,210.0,9,385.0
9,2000,oly,M,10.0,Aleksander Karapetyan,AUS,B,94.0,170.0,175.0,-180.0,175.0,10,207.5,-212.5,-212.5,207.5,10,382.5
10,2000,oly,M,11.0,Andriy Demchuk,UKR,A,93.2,-170.0,170.0,-175.0,170.0,14,207.5,-212.5,-212.5,207.5,10,377.5
11,2000,oly,M,12.0,Slavik Nyu,KAZ,B,92.46,170.0,-175.0,175.0,175.0,10,195.0,200.0,-202.5,200.0,13,375.0
12,2000,oly,M,13.0,Andrey Makarov,KAZ,B,92.82,165.0,170.0,177.5,177.5,6,190.0,197.5,-202.5,197.5,16,375.0
13,2000,oly,M,14.0,Kiril Kounev,AUS,B,93.32,165.0,170.0,-172.5,170.0,14,205.0,-212.5,-212.5,205.0,12,375.0
14,2000,oly,M,15.0,Bakhyt Akhmetov,KGZ,B,93.04,165.0,170.0,175.0,175.0,10,192.5,-200.0,-202.5,192.5,18,367.5
15,2000,oly,M,16.0,Pavel Bazuk,BLR,B,90.34,162.5,167.5,-170.0,167.5,16,197.5,-202.5,-202.5,197.5,16,365.0
16,2000,oly,M,17.0,Lars Betker,GER,B,93.1,-165.0,165.0,-170.0,165.0,17,200.0,-207.5,-212.5,200.0,13,365.0
17,2000,oly,M,18.0,Sergejs Lazovskis,LAT,B,93.22,155.0,-160.0,-160.0,155.0,18,200.0,-205.0,-205.0,200.0,13,355.0
18,2000,oly,M,19.0,DarÃ­o Lecman,ARG,B,92.64,135.0,0.0,0.0,135.0,19,170.0,0.0,0.0,170.0,19,305.0
0,2000,oly,W,1.0,Ding Meiyuan,CHN,A,103.56,130.0,-135.0,135.0,135.0,1,157.5,162.5,165.0,165.0,1,300.0
1,2000,oly,W,2.0,Agata WrÃ³bel,POL,A,119.42,-125.0,125.0,132.5,132.5,2,155.0,162.5,-170.0,162.5,2,295.0
2,2000,oly,W,3.0,Cheryl Haworth,USA,A,139.38,117.5,122.5,125.0,125.0,3,140.0,142.5,145.0,145.0,3,270.0
3,2000,oly,W,4.0,Carmenza Delgado,COL,A,91.78,110.0,-115.0,115.0,115.0,4,140.0,145.0,-147.5,145.0,3,260.0
4,2000,oly,W,5.0,Helen Idahosa,NGR,A,97.04,-110.0,110.0,-115.0,110.0,7,135.0,140.0,-145.0,140.0,5,250.0
5,2000,oly,W,6.0,Monique Riesterer,GER,A,93.52,105.0,110.0,112.5,112.5,6,127.5,132.5,-137.5,132.5,7,245.0
6,2000,oly,W,7.0,Moon Kyung-ae,KOR,A,94.52,110.0,-115.0,-115.0,110.0,7,135.0,-147.5,-147.5,135.0,6,245.0
7,2000,oly,W,8.0,Olivia Baker,NZL,A,94.74,100.0,-105.0,105.0,105.0,10,125.0,-130.0,130.0,130.0,8,235.0
8,2000,oly,W,9.0,Melinda Szik,HUN,A,97.3,-102.5,102.5,107.5,107.5,9,122.5,-127.5,127.5,127.5,9,235.0
9,2000,oly,W,10.0,Sheeva Peo,NRU,A,92.34,92.5,-97.5,97.5,97.5,11,122.5,-127.5,-127.5,122.5,10,220.0
10,2000,oly,W,0.0,Vita Rudenok,UKR,A,106.98,105.0,110.0,115.0,115.0,4,0.0,0.0,0.0,0.0,11,0.0
0,2000,oly,W,1.0,Tara Nott,USA,A,47.48,80.0,-82.5,82.5,82.5,2,100.0,102.5,-105.0,102.5,3,185.0
1,2000,oly,W,2.0,Raema Lisa Rumbewas,INA,A,47.98,80.0,-85.0,-85.0,80.0,4,102.5,105.0,-107.5,105.0,1,185.0
2,2000,oly,W,3.0,Sri Indriyani,INA,A,47.28,80.0,-82.5,82.5,82.5,2,-100.0,-100.0,100.0,100.0,4,182.5
3,2000,oly,W,4.0,Kay Thi Win,MYA,A,47.48,80.0,-85.0,-85.0,80.0,4,100.0,-105.0,-105.0,100.0,4,180.0
4,2000,oly,W,5.0,Robin Goad,USA,A,47.66,77.5,-80.0,-80.0,77.5,6,95.0,100.0,-105.0,100.0,4,177.5
5,2000,oly,W,6.0,Kaori Niyanagi,JPN,A,47.66,75.0,-80.0,-80.0,75.0,8,-100.0,100.0,-105.0,100.0,4,175.0
6,2000,oly,W,7.0,Eva Giganti,ITA,A,46.56,-77.5,-77.5,77.5,77.5,6,92.5,-95.0,-95.0,92.5,8,170.0
7,2000,oly,W,8.0,Sabrina Richard,FRA,A,46.88,70.0,-72.5,-75.0,70.0,9,87.5,-92.5,-92.5,87.5,9,157.5
8,2000,oly,W,9.0,Maria Elisabete Jorge,BRA,A,47.4,55.0,-60.0,60.0,60.0,10,75.0,-80.0,-80.0,75.0,10,135.0
9,2000,oly,W,10.0,Dika Toua,PNG,A,47.36,-45.0,45.0,50.0,50.0,11,62.5,67.5,-72.5,67.5,11,117.5
10,2000,oly,W,0.0,Donka Mincheva,BUL,A,47.62,-80.0,-80.0,-82.5,-80.0,12,0.0,0.0,0.0,0.0,12,0.0
11,2000,oly,W,0.0,Izabela Dragneva,BUL,A,47.78,80.0,-85.0,85.0,85.0,1,100.0,105.0,0.0,105.0,1,0.0
0,2000,oly,W,1.0,Yang Xia,CHN,A,52.46,95.0,97.5,100.0,100.0,1,122.5,125.0,0.0,125.0,1,225.0
1,2000,oly,W,2.0,Li Feng-ying,TPE,A,52.42,92.5,98.0,-100.0,98.0,2,115.0,-125.0,-127.5,115.0,2,212.5
2,2000,oly,W,3.0,Winarni Binti Slamet,INA,A,52.44,-85.0,85.0,90.0,90.0,3,105.0,110.0,112.5,112.5,3,202.5
3,2000,oly,W,4.0,Franca Gbodo,NGR,A,52.0,85.0,-90.0,-90.0,85.0,4,105.0,110.0,-117.5,110.0,4,195.0
4,2000,oly,W,5.0,Swe Swe Win,MYA,A,52.08,85.0,-87.5,-87.5,85.0,4,105.0,110.0,-117.5,110.0,4,195.0
5,2000,oly,W,6.0,Sanamacha Chanu,IND,A,52.16,80.0,85.0,-87.5,85.0,4,105.0,110.0,-117.5,110.0,4,195.0
6,2000,oly,W,7.0,Mari Nakaga,JPN,A,52.58,-77.5,-77.5,77.5,77.5,9,105.0,-110.0,-110.0,105.0,7,182.5
7,2000,oly,W,8.0,Marioara Munteanu,ROU,A,53.0,75.0,80.0,82.5,82.5,7,92.5,97.5,-102.5,97.5,8,180.0
8,2000,oly,W,9.0,Karla FernÃ¡ndez,VEN,A,52.6,-80.0,80.0,-85.0,80.0,8,-95.0,-95.0,95.0,95.0,9,175.0
9,2000,oly,W,10.0,Tarana Abbasova,AZE,A,52.78,70.0,-75.0,75.0,75.0,10,85.0,90.0,-92.5,90.0,10,165.0
0,2000,oly,W,1.0,Soraya JimÃ©nez,MEX,A,56.92,90.0,92.5,95.0,95.0,2,117.5,122.5,127.5,127.5,1,222.5
1,2000,oly,W,2.0,Ri Song-hui,PRK,A,53.9,95.0,97.5,0.0,97.5,1,120.0,-122.5,122.5,122.5,2,220.0
2,2000,oly,W,3.0,Khassaraporn Suta,THA,A,56.84,90.0,92.5,-95.0,92.5,3,-117.5,117.5,-122.5,117.5,3,210.0
3,2000,oly,W,4.0,Maryse Turcotte,CAN,A,57.28,87.5,-90.0,90.0,90.0,5,115.0,-122.5,-122.5,115.0,4,205.0
4,2000,oly,W,5.0,Aleksandra Klejnowska,POL,A,57.16,85.0,90.0,-92.5,90.0,5,-112.5,-112.5,112.5,112.5,5,202.5
5,2000,oly,W,6.0,Khin Moe Nwe,MYA,A,57.12,90.0,-92.5,-92.5,90.0,5,-110.0,-110.0,110.0,110.0,7,200.0
6,2000,oly,W,7.0,Nataliya Skakun,UKR,A,57.66,80.0,85.0,-87.5,85.0,9,105.0,110.0,112.5,112.5,5,197.5
7,2000,oly,W,8.0,Hanna Batsiushka,BLR,A,57.68,85.0,-90.0,90.0,90.0,5,102.5,107.5,-112.5,107.5,8,197.5
8,2000,oly,W,9.0,Dagmar DanekovÃ¡,SVK,A,56.74,-82.5,82.5,-85.0,82.5,11,100.0,105.0,0.0,105.0,9,187.5
9,2000,oly,W,10.0,Natasha Barker,AUS,A,57.52,-77.5,77.5,-82.5,77.5,12,97.5,102.5,-105.0,102.5,10,180.0
10,2000,oly,W,11.0,Ingeborg Marx,BEL,A,57.48,72.5,77.5,-82.5,77.5,12,-100.0,100.0,-105.0,100.0,11,177.5
11,2000,oly,W,12.0,Meagan Warthold,AUS,A,57.14,75.0,-80.0,-80.0,75.0,14,95.0,100.0,-102.5,100.0,11,175.0
12,2000,oly,W,13.0,Sophia Vandagne,SEY,A,57.14,67.5,-72.5,72.5,72.5,15,87.5,-92.5,-92.5,87.5,13,160.0
13,2000,oly,W,14.0,Leila Lassouani,ALG,A,57.6,60.0,-65.0,-67.5,60.0,16,82.5,-87.5,-87.5,82.5,14,142.5
14,2000,oly,W,15.0,Melissa Fejeran,GUM,A,57.8,50.0,55.0,57.5,57.5,17,70.0,75.0,-77.5,75.0,15,132.5
15,2000,oly,W,0.0,Evelyn Ebhomien,NGR,A,56.86,87.5,92.5,-95.0,92.5,3,-117.5,-117.5,-117.5,-117.5,17,0.0
16,2000,oly,W,0.0,Yuriko Takahashi,JPN,A,57.32,80.0,85.0,-87.5,85.0,9,-110.0,-110.0,-112.5,-110.0,16,0.0
0,2000,oly,W,1.0,Chen Xiaomin,CHN,A,62.82,105.0,110.0,112.5,112.5,1,130.0,-135.0,0.0,130.0,1,242.5
1,2000,oly,W,2.0,Valentina Popova,RUS,A,62.08,-102.5,102.5,107.5,107.5,2,127.5,-135.0,-135.0,127.5,2,235.0
2,2000,oly,W,3.0,Ioanna Chatziioannou,GRE,A,61.82,90.0,95.0,97.5,97.5,4,117.5,125.0,0.0,125.0,3,222.5
3,2000,oly,W,4.0,Saipin Detsaeng,THA,A,62.38,97.5,102.5,-105.0,102.5,3,120.0,-125.0,-127.5,120.0,4,222.5
4,2000,oly,W,5.0,Kim Yong-ok,PRK,A,59.06,85.0,90.0,-92.5,90.0,5,115.0,-120.0,-120.0,115.0,5,205.0
5,2000,oly,W,6.0,Amanda Phillips,AUS,A,62.96,77.5,-82.5,82.5,82.5,7,100.0,105.0,107.5,107.5,6,190.0
6,2000,oly,W,7.0,Josefa PÃ©rez,ESP,A,62.36,80.0,82.5,85.0,85.0,6,95.0,100.0,102.5,102.5,7,187.5
7,2000,oly,W,8.0,Nora KÃ¶ppel,ARG,A,62.12,75.0,-80.0,80.0,80.0,8,97.5,102.5,-107.5,102.5,7,182.5
8,2000,oly,W,9.0,Kesaia Tawai,FIJ,A,62.96,-75.0,-75.0,75.0,75.0,9,90.0,-95.0,-95.0,90.0,9,165.0
0,2000,oly,W,1.0,Lin Weining,CHN,A,66.74,107.5,110.0,-112.5,110.0,2,132.5,-137.5,-145.0,132.5,1,242.5
1,2000,oly,W,2.0,ErzsÃ©bet MÃ¡rkus,HUN,A,68.52,105.0,110.0,112.5,112.5,1,125.0,130.0,-137.5,130.0,4,242.5
2,2000,oly,W,3.0,Karnam Malleswari,IND,A,67.9,105.0,107.5,110.0,110.0,2,125.0,130.0,-137.5,130.0,4,240.0
3,2000,oly,W,4.0,Milena Trendafilova,BUL,A,67.76,100.0,-105.0,-105.0,100.0,5,127.5,-132.5,132.5,132.5,1,232.5
4,2000,oly,W,5.0,Daniela Kerkelova,BUL,A,68.12,97.5,-100.0,100.0,100.0,5,127.5,-132.5,132.5,132.5,1,232.5
5,2000,oly,W,6.0,Irina Kasimova,RUS,A,68.56,100.0,-102.5,-102.5,100.0,5,130.0,-135.0,-135.0,130.0,4,230.0
6,2000,oly,W,7.0,Pawina Thongsuk,THA,A,67.22,-100.0,100.0,-105.0,100.0,5,-125.0,125.0,-132.5,125.0,8,225.0
7,2000,oly,W,8.0,Beata Prei,POL,A,67.5,95.0,100.0,-102.5,100.0,5,125.0,-130.0,-130.0,125.0,8,225.0
8,2000,oly,W,9.0,Michelle Kettner,AUS,A,67.8,-95.0,95.0,100.0,100.0,5,115.0,120.0,122.5,122.5,10,222.5
9,2000,oly,W,10.0,Aphinya Pharksupho,THA,A,68.28,95.0,102.5,-105.0,102.5,4,120.0,-127.5,-127.5,120.0,11,222.5
10,2000,oly,W,11.0,Maria Tatsi,GRE,A,67.42,92.5,-97.5,-97.5,92.5,11,122.5,127.5,-132.5,127.5,7,220.0
11,2000,oly,W,12.0,Eva Dimas,ESA,A,68.4,87.5,90.0,92.5,92.5,11,110.0,-115.0,-115.0,110.0,12,202.5
12,2000,oly,W,13.0,Ruth Rivera,PUR,A,67.28,-82.5,82.5,-85.0,82.5,14,100.0,105.0,-107.5,105.0,13,187.5
13,2000,oly,W,14.0,Valerie Pedro,PLW,A,68.04,70.0,-75.0,-75.0,70.0,15,-87.5,87.5,90.0,90.0,14,160.0
14,2000,oly,W,0.0,Nagwan El-Zawawi,EGY,A,68.2,87.5,92.5,-95.0,92.5,11,-110.0,-110.0,-110.0,-110.0,15,0.0
0,2000,oly,W,1.0,MarÃ­a Isabel Urrutia,COL,A,73.28,105.0,-110.0,110.0,110.0,1,132.5,135.0,-137.5,135.0,3,245.0
1,2000,oly,W,2.0,Ruth Ogbeifo,NGR,A,74.2,105.0,-110.0,-110.0,105.0,4,135.0,140.0,-142.5,140.0,1,245.0
2,2000,oly,W,3.0,Kuo Yi-hang,TPE,A,74.52,105.0,107.5,-110.0,107.5,3,135.0,137.5,-140.0,137.5,2,245.0
3,2000,oly,W,4.0,Kim Soon-hee,KOR,A,73.84,105.0,-110.0,-110.0,105.0,4,135.0,-137.5,-140.0,135.0,3,240.0
4,2000,oly,W,5.0,GyÃ¶ngyi Likerecz,HUN,A,74.16,102.5,105.0,-107.5,105.0,4,122.5,-125.0,-125.0,122.5,6,227.5
5,2000,oly,W,6.0,Svetlana Khabirova,RUS,A,74.38,102.5,-107.5,-107.5,102.5,7,125.0,-132.5,-132.5,125.0,5,227.5
6,2000,oly,W,7.0,Cara Heads,USA,A,72.64,-102.5,-102.5,102.5,102.5,7,120.0,-125.0,-125.0,120.0,7,222.5
7,2000,oly,W,8.0,Wanda Rijo,DOM,A,73.74,90.0,95.0,-100.0,95.0,9,-120.0,-120.0,120.0,120.0,7,215.0
8,2000,oly,W,9.0,MÃ³nica CarriÃ³,ESP,A,74.18,92.5,-95.0,95.0,95.0,9,-110.0,110.0,-115.0,110.0,9,205.0
9,2000,oly,W,0.0,Karoliina Lundahl,FIN,A,74.36,-102.5,-102.5,-102.5,-102.5,11,0.0,0.0,0.0,0.0,10,0.0
10,2000,oly,W,0.0,Tatyana Khromova,KAZ,A,74.68,105.0,110.0,-112.5,110.0,1,-132.5,-132.5,-132.5,-132.5,11,0.0
0,2004,oly,M,1.0,Hossein Rezazadeh,IRI,A,162.95,200.0,207.5,210.0,210.0,1,250.0,-263.5,263.5,263.5,1,472.5
1,2004,oly,M,2.0,Viktors Å Ä�erbatihs,LAT,A,140.72,197.5,202.5,205.0,205.0,3,242.5,-247.5,250.0,250.0,2,455.0
2,2004,oly,M,3.0,Velichko Cholakov,BUL,A,161.31,200.0,205.0,207.5,207.5,2,240.0,-245.0,-245.0,240.0,4,447.5
3,2004,oly,M,4.0,Hennadiy Krasylnykov,UKR,B,118.43,-195.0,195.0,200.0,200.0,5,235.0,-240.0,240.0,240.0,4,440.0
4,2004,oly,M,5.0,Oleksiy Kolokoltsev,UKR,A,125.07,190.0,-195.0,195.0,195.0,6,235.0,242.5,-252.5,242.5,3,437.5
5,2004,oly,M,6.0,PaweÅ‚ Najdek,POL,A,140.44,182.5,187.5,190.0,190.0,9,240.0,-250.0,-250.0,240.0,4,430.0
6,2004,oly,M,7.0,Shane Hamman,USA,A,158.93,192.5,-197.5,-197.5,192.5,8,230.0,237.5,-242.5,237.5,7,430.0
7,2004,oly,M,8.0,An Yong-kwon,KOR,A,136.9,195.0,202.5,-205.0,202.5,4,225.0,-235.0,-240.0,225.0,9,427.5
8,2004,oly,M,9.0,Igor Khalilov,UZB,B,145.33,180.0,185.0,187.5,187.5,11,225.0,-232.5,232.5,232.5,8,420.0
9,2004,oly,M,10.0,Grzegorz Kleszcz,POL,B,124.33,185.0,190.0,-192.5,190.0,9,225.0,-230.0,-230.0,225.0,9,415.0
10,2004,oly,M,11.0,Mohamed Ihsan,EGY,B,142.72,180.0,185.0,-190.0,185.0,12,220.0,-227.5,-232.5,220.0,11,405.0
11,2004,oly,M,12.0,Takanobu Iwazaki,JPN,B,127.7,165.0,-170.0,170.0,170.0,14,215.0,-225.0,-225.0,215.0,12,385.0
12,2004,oly,M,13.0,Joel Bran,GUA,B,134.26,150.0,160.0,-165.0,160.0,15,-210.0,210.0,-220.0,210.0,13,370.0
13,2004,oly,M,14.0,Itte Detenamo,NRU,B,137.65,147.5,152.5,155.0,155.0,16,192.5,-197.5,0.0,192.5,14,347.5
14,2004,oly,M,0.0,Stian Grimseth,NOR,B,158.3,180.0,185.0,-190.0,185.0,12,-205.0,0.0,0.0,0.0,15,0.0
15,2004,oly,M,0.0,Ronny Weller,GER,A,151.84,195.0,-200.0,-202.5,195.0,6,0.0,0.0,0.0,0.0,15,0.0
16,2004,oly,M,0.0,Ashot Danielyan,ARM,A,163.27,-200.0,-200.0,-200.0,-200.0,17,0.0,0.0,0.0,0.0,15,0.0
0,2004,oly,M,1.0,Dmitry Berestov,RUS,A,104.68,187.5,192.5,195.0,195.0,1,225.0,230.0,-232.5,230.0,1,425.0
1,2004,oly,M,2.0,Ihor Razoronov,UKR,A,104.6,185.0,-190.0,190.0,190.0,5,-230.0,230.0,-235.0,230.0,1,420.0
2,2004,oly,M,3.0,Gleb Pisarevskiy,RUS,A,104.14,-190.0,-190.0,190.0,190.0,5,225.0,-230.0,-230.0,225.0,3,415.0
3,2004,oly,M,4.0,Alexandru Bratan,MDA,A,104.24,187.5,192.5,-195.0,192.5,3,222.5,-227.5,-227.5,222.5,5,415.0
4,2004,oly,M,5.0,RamÅ«nas VyÅ¡niauskas,LTU,B,103.91,182.5,187.5,-190.0,187.5,8,222.5,-227.5,-227.5,222.5,5,410.0
5,2004,oly,M,6.0,Alan Naniyev,AZE,B,104.34,-190.0,190.0,-195.0,190.0,5,-220.0,220.0,-227.5,220.0,8,410.0
6,2004,oly,M,7.0,Matthias Steiner,AUT,A,104.35,-182.5,-182.5,182.5,182.5,12,222.5,-230.0,-230.0,222.5,5,405.0
7,2004,oly,M,8.0,Aleksandr Urinov,UZB,B,102.22,180.0,185.0,-190.0,185.0,9,210.0,-215.0,215.0,215.0,10,400.0
8,2004,oly,M,9.0,Mikhail Audzeyeu,BLR,B,104.93,175.0,180.0,185.0,185.0,9,215.0,-225.0,-225.0,215.0,10,400.0
9,2004,oly,M,10.0,Andre Rohde,GER,B,103.9,-177.5,177.5,-182.5,177.5,14,217.5,-222.5,-225.0,217.5,9,395.0
10,2004,oly,M,11.0,Michel Batista,CUB,B,103.96,-175.0,177.5,182.5,182.5,12,207.5,212.5,-215.0,212.5,13,395.0
11,2004,oly,M,12.0,TomÃ¡Å¡ Matykiewicz,CZE,B,103.74,-177.5,177.5,-182.5,177.5,14,-215.0,-215.0,215.0,215.0,10,392.5
12,2004,oly,M,13.0,Sam Pera,COK,B,104.82,130.0,135.0,-140.0,135.0,16,165.0,170.0,-175.0,170.0,15,305.0
13,2004,oly,M,14.0,Eleei Lalio,ASA,B,101.44,125.0,-132.5,-140.0,125.0,17,160.0,170.0,-177.5,170.0,15,295.0
14,2004,oly,M,0.0,Akos Sandor,CAN,B,104.92,-162.5,-162.5,-162.5,-162.5,19,0.0,0.0,0.0,0.0,17,0.0
15,2004,oly,M,0.0,Martin TeÅ¡oviÄ�,SVK,A,102.56,-187.5,-187.5,-187.5,-187.5,22,0.0,0.0,0.0,0.0,17,0.0
16,2004,oly,M,0.0,Said Saif Asaad,QAT,A,104.55,187.5,192.5,0.0,192.5,3,0.0,0.0,0.0,0.0,17,0.0
17,2004,oly,M,0.0,Mohsen Beiranvand,IRI,A,104.02,-180.0,-180.0,-180.0,-180.0,20,0.0,0.0,0.0,0.0,17,0.0
18,2004,oly,M,0.0,Robert DoÅ‚Ä™ga,POL,A,103.83,-180.0,-180.0,-182.5,-180.0,20,0.0,0.0,0.0,0.0,17,0.0
19,2004,oly,M,0.0,Ferenc Gyurkovics,HUN,A,104.41,187.5,-192.5,195.0,195.0,1,-220.0,-222.5,225.0,225.0,3,0.0
20,2004,oly,M,0.0,Mykola Hordiychuk,UKR,B,102.54,185.0,-192.5,-192.5,185.0,9,210.0,0.0,0.0,210.0,14,0.0
21,2004,oly,M,0.0,ZoltÃ¡n KovÃ¡cs,HUN,A,102.59,-180.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,17,0.0
0,2004,oly,M,1.0,Halil Mutlu,TUR,A,55.93,130.0,135.0,-140.0,135.0,1,160.0,-165.0,-168.5,160.0,1,295.0
1,2004,oly,M,2.0,Wu Meijin,CHN,A,55.69,125.0,-130.0,130.0,130.0,2,157.5,-165.0,-165.0,157.5,2,287.5
2,2004,oly,M,3.0,Sedat ArtuÃ§,TUR,A,55.36,125.0,-127.5,-127.5,125.0,4,150.0,-155.0,155.0,155.0,3,280.0
3,2004,oly,M,4.0,Vitali Dzerbianiou,BLR,A,55.85,120.0,125.0,127.5,127.5,3,145.0,-152.5,152.5,152.5,6,280.0
4,2004,oly,M,5.0,Ã“scar Figueroa,COL,B,55.93,120.0,125.0,-127.5,125.0,4,145.0,150.0,155.0,155.0,3,280.0
5,2004,oly,M,6.0,Adrian JigÄƒu,ROU,A,55.79,-120.0,120.0,-125.0,120.0,7,150.0,-152.5,155.0,155.0,3,275.0
6,2004,oly,M,7.0,LÃ¡szlÃ³ Tancsics,HUN,A,55.45,-117.5,117.5,122.5,122.5,6,-145.0,145.0,150.0,150.0,7,272.5
7,2004,oly,M,8.0,Jadi Setiadi,INA,A,53.86,-117.5,117.5,-122.5,117.5,9,145.0,-150.0,-155.0,145.0,8,262.5
8,2004,oly,M,9.0,Nelson Castro,COL,B,55.71,112.5,117.5,-120.0,117.5,9,140.0,145.0,-150.0,145.0,8,262.5
9,2004,oly,M,10.0,Mohammed Abdul-Monem,IRQ,B,55.97,120.0,-130.0,-130.0,120.0,7,135.0,-140.0,-140.0,135.0,10,255.0
10,2004,oly,M,11.0,Ahmed Saad,EGY,B,55.92,97.5,102.5,-105.0,102.5,13,120.0,127.5,130.0,130.0,11,232.5
11,2004,oly,M,0.0,Masaharu Yamada,JPN,B,55.76,-102.5,-102.5,-102.5,-102.5,14,0.0,0.0,0.0,0.0,12,0.0
12,2004,oly,M,0.0,Nafaa Benami,ALG,B,55.4,105.0,-110.0,-110.0,105.0,12,-130.0,0.0,0.0,0.0,12,0.0
13,2004,oly,M,0.0,Mohd Faizal Baharom,MAS,B,55.47,110.0,-115.0,-115.0,110.0,11,-132.5,-132.5,-132.5,-132.5,17,0.0
14,2004,oly,M,0.0,Yang Chin-yi,TPE,A,55.5,-120.0,-120.0,-120.0,-120.0,16,0.0,0.0,0.0,0.0,12,0.0
15,2004,oly,M,0.0,Wang Shin-yuan,TPE,A,55.3,-125.0,-125.0,-127.5,-125.0,17,0.0,0.0,0.0,0.0,12,0.0
16,2004,oly,M,0.0,Ã‰ric Bonnel,FRA,B,55.78,-112.5,-112.5,-112.5,-112.5,15,0.0,0.0,0.0,0.0,12,0.0
0,2004,oly,M,1.0,Shi Zhiyong,CHN,A,61.96,147.5,-152.5,152.5,152.5,1,167.5,172.5,-175.0,172.5,1,325.0
1,2004,oly,M,2.0,Le Maosheng,CHN,A,61.27,-140.0,140.0,-145.0,140.0,3,172.5,-185.0,-185.0,172.5,1,312.5
2,2004,oly,M,3.0,Israel JosÃ© Rubio,VEN,B,61.38,127.5,132.5,-135.0,132.5,7,157.5,162.5,-165.0,162.5,4,295.0
3,2004,oly,M,4.0,Armen Ghazaryan,ARM,A,61.9,130.0,-135.0,135.0,135.0,6,160.0,-170.0,-170.0,160.0,5,295.0
4,2004,oly,M,5.0,Gustar Junianto,INA,B,61.27,-125.0,127.5,132.5,132.5,7,155.0,160.0,-162.5,160.0,5,292.5
5,2004,oly,M,6.0,Samson Matam,FRA,A,61.74,127.5,-132.5,-132.5,127.5,10,-160.0,160.0,-167.5,160.0,5,287.5
6,2004,oly,M,7.0,ÃœmÃ¼rbek BazarbaÃ½ew,TKM,A,61.68,130.0,-135.0,-135.0,130.0,9,157.5,-165.0,-165.0,157.5,10,287.5
7,2004,oly,M,8.0,Sunarto Rasidi,INA,B,61.78,125.0,-130.0,-130.0,125.0,11,155.0,160.0,-162.5,160.0,5,285.0
8,2004,oly,M,9.0,Yang Sheng-hsiung,TPE,B,61.78,115.0,-120.0,120.0,120.0,12,155.0,160.0,-165.0,160.0,5,280.0
9,2004,oly,M,10.0,Manuel Minginfel,FSM,B,61.53,-115.0,115.0,120.0,120.0,12,-147.5,147.5,152.5,152.5,11,272.5
10,2004,oly,M,11.0,Toshio Imamura,JPN,B,61.66,120.0,-125.0,-125.0,120.0,12,150.0,-155.0,-155.0,150.0,12,270.0
11,2004,oly,M,12.0,Asif Malikov,AZE,B,61.6,-115.0,115.0,-120.0,115.0,15,145.0,150.0,-155.0,150.0,12,265.0
12,2004,oly,M,13.0,Gert Trasha,ALB,B,61.99,110.0,115.0,-117.5,115.0,15,135.0,140.0,-145.0,140.0,14,255.0
13,2004,oly,M,14.0,Ioan Veliciu,ROU,B,61.64,105.0,110.0,-112.5,110.0,17,130.0,-135.0,135.0,135.0,15,245.0
14,2004,oly,M,15.0,Yacine Zouaki,MAR,B,61.63,-95.0,-95.0,95.0,95.0,18,125.0,130.0,-135.0,130.0,16,225.0
15,2004,oly,M,0.0,Kamran Panjavi,GBR,B,61.75,-105.0,-105.0,0.0,0.0,19,0.0,0.0,0.0,0.0,17,0.0
16,2004,oly,M,0.0,Sevdalin Minchev,BUL,A,61.56,137.5,-142.5,-142.5,137.5,5,-170.0,-170.0,-170.0,-170.0,19,0.0
17,2004,oly,M,0.0,Im Yong-su,PRK,A,61.77,135.0,140.0,-142.5,140.0,3,-170.0,-170.0,-170.0,-170.0,19,0.0
18,2004,oly,M,0.0,Diego Salazar,COL,A,61.52,-135.0,-135.0,-135.0,-135.0,20,0.0,0.0,0.0,0.0,17,0.0
19,2004,oly,M,0.0,Leonidas Sabanis,GRE,A,61.49,140.0,145.0,-147.5,145.0,2,162.5,-167.5,167.5,167.5,3,0.0
0,2004,oly,M,1.0,Zhang Guozheng,CHN,A,68.74,152.5,157.5,160.0,160.0,1,187.5,-192.5,-192.5,187.5,2,347.5
1,2004,oly,M,2.0,Lee Bae-young,KOR,A,68.43,147.5,-152.5,152.5,152.5,2,185.0,190.0,-195.0,190.0,1,342.5
2,2004,oly,M,3.0,Nikolaj PeÅ¡alov,CRO,A,68.07,-150.0,150.0,-155.0,150.0,3,182.5,187.5,-192.5,187.5,2,337.5
3,2004,oly,M,4.0,Turan Mirzayev,AZE,A,68.8,147.5,-152.5,-152.5,147.5,4,180.0,185.0,-190.0,185.0,4,332.5
4,2004,oly,M,5.0,Vencelas Dabaya,CMR,A,67.94,140.0,145.0,-147.5,145.0,7,182.5,-187.5,-192.5,182.5,5,327.5
5,2004,oly,M,6.0,Siarhei Laurenau,BLR,A,68.89,147.5,-152.5,-152.5,147.5,4,-170.0,-170.0,170.0,170.0,6,317.5
6,2004,oly,M,7.0,Romuald Ernault,FRA,B,68.63,142.5,-147.5,-147.5,142.5,8,165.0,-170.0,-170.0,165.0,8,307.5
